0,1
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-95.png,true
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-47.png,u
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-94.png,router
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-39.png,director
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-46.png,modern
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-05.png,on
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-66.png,politics
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-54.png,conference
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-20.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-89.png,software
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-38.png,teacher
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-14.png,up
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-26.png,steel
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-16.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-29.png,save
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-21.png,used
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-17.png,kinematics
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-00.png,state
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-83.png,motion
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-13.png,particulates
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-55.png,ing
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-55.png,tents
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-37.png,in
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-28.png,gions
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-18.png,way
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-18.png,ects
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-41.png,respon
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-75.png,c
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-23.png,barriers
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-04.png,each
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-75.png,ball
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-53.png,tem
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-67.png,hard
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-40.png,for
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-07.png,much
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-56.png,people
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-40.png,an
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-16.png,admit
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-19.png,repo
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-48.png,work
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-88.png,by
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-94.png,garden
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-01.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-87.png,contain
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-08.png,equal
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-49.png,elevator
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-19.png,shortest
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-31.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-32.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-58.png,six
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-61.png,IP
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-92.png,cillia
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-10.png,metal
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-80.png,yeah
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-01.png,int
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-88.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-11.png,open
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-24.png,representation
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-52.png,we
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-04-30.png,ket
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-99.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-92.png,medical
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-32.png,everybody
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-95.png,depends
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-55.png,cells
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-88.png,engagemen
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-42.png,payer
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-00.png,nodes
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-98.png,pack
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-83.png,rotaional
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-02.png,system
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-02.png,and
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-99.png,show
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-11.png,song
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-24-55.png,needs
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-31.png,listen
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-41.png,staff
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-75.png,second
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-70.png,addressofremote
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-22.png,ou
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-39.png,storage
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-36.png,pattern
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-52.png,people
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-84.png,white
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-90.png,to
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-44.png,guy
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-33.png,not
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-09.png,action
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-38.png,weight
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-07.png,maintain
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-81.png,3masts
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-95.png,pull
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-67.png,old
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-81.png,buy
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-44.png,or
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-23.png,tomove
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-62.png,NZ
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-99.png,regulations
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-69.png,rigid
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-01.png,Sometimes
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-35.png,weight
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-47.png,cases
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-04.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-56.png,applied
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-12.png,kg
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-58.png,las
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-61.png,handles
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-93.png,fairly
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-52.png,available
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-27.png,show
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-46.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-01.png,ttle
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-45.png,spec
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-57.png,other
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-63.png,float
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-11.png,equilibrium
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-35.png,history
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-70.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-47.png,story
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-51.png,still
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-14.png,particulate
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-94.png,control
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-63.png,installation
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-69.png,addresses
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-17.png,draw
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-86.png,be
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-49.png,compile
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-52.png,espec
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-33.png,everyones
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-00.png,claw
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-62.png,dangerous
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-39.png,qua
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-24.png,king
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-04.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-09.png,tion
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-78.png,consists
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-53.png,per
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-21.png,gnificant
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-60.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-97.png,family
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-33.png,oriented
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-50.png,an
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-13.png,upon
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-21.png,can
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-17.png,-Newtons
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-44.png,we
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-48.png,it
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-24.png,catch
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-05.png,Wind
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-73.png,e
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-35.png,top
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-91.png,democratic
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-62.png,laugh
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-28-02.png,paper
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-78.png,follow
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-60.png,2000kg
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-18.png,development
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-78.png,pressure
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-15.png,remov
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-77.png,suddenly
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-75.png,ver
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-96.png,Thedensity
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-44.png,scouring
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-37.png,why
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-73.png,more
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-40.png,mind
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-02.png,tty
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-97.png,have
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-14.png,call
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-62.png,when
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-90.png,be
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-07.png,is
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-10.png,forge
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-37.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-12.png,back
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-07.png,budge
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-31.png,use
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-47.png,we
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-89.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-56.png,exhibi
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-91.png,trip
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-28.png,include
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-75.png,occurs
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-42.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-45.png,resultant
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-28.png,so
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-05.png,fi
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-57.png,map
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-92.png,enough
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-97.png,Depth
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-52.png,pressure
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-41.png,power
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-41.png,sign
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-91.png,unbalanced
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-56.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-07.png,be
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-95.png,fall
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-52.png,write
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-13.png,removed
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-04-87.png,a
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-13.png,open
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-27.png,century
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-39.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-14-01.png,force
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-89.png,ild
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-34.png,everyone
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-12.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-29.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-40.png,dirty
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-43.png,compared
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-40.png,respon
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-56.png,preven
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-67.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-29.png,with
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-50.png,exhibits
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-85.png,through
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-00.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-08.png,ild
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-79.png,reason
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-28.png,wee
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-63.png,arctic
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-26.png,incentre
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-12.png,cm
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-84.png,offer
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-58.png,str
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-94.png,walk
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-91.png,d
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-65.png,how
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-72.png,possible
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-65.png,end
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-42.png,sign
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-30.png,required
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-07.png,ild
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-00.png,to
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-45.png,come
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-02.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-71.png,more
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-80.png,drive
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-05.png,each
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-03.png,l
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-77.png,x
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-95.png,boundary
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-29-86.png,projects
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-03.png,will
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-43.png,techniquesto
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-19.png,two
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-26.png,line
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-69.png,xantham
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-86.png,e
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-32.png,incomingpackets
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-96.png,jus
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-91.png,service
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-72.png,ex
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-46.png,seals
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-06-75.png,but
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-38.png,there
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-98.png,tside
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-77.png,follow
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-70.png,is
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-46.png,half
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-21-43.png,ll
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-40-68.png,transported
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-05-55.png,been
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-23.png,final
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-09-23.png,time
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-24.png,incase
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-62.png,endurance
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-54.png,it
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-78.png,Drives
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-95.png,is
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-06.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-33-24.png,should
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-13.png,within
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-12-42.png,exactly
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-98.png,moving
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-69.png,daughter
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-11-03.png,each
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-77.png,interactivity
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-42.png,workingdir
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-19.png,improve
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-50.png,res
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-01-87.png,decision
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-30-80.png,recently
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-00.png,someone
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-10.png,system
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-23.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-25.png,itary
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-31.png,weights
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-41.png,in
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-02-72.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-26-61.png,of
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-13.png,could
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-02-68.png,experience
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-85.png,owners.
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-91.png,around
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-08.png,feature
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-16-51.png,house
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-36.png,-unbalanced
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-01-19.png,able
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-91.png,joining
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-58.png,tents
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-14.png,determine
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-60.png,r
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-07-33.png,can
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-89.png,jkstras
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-10-45.png,discuss
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-69.png,to
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-41-84.png,t
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-06.png,and
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-31-09.png,remember
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-59.png,market
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-42-80.png,visited
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-13-72.png,Fnd
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-37-08.png,theshape
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-06-10.png,only
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-78.png,Most
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-63.png,second
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-15-05.png,generation
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-05-39.png,mil
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-10-49.png,world
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-43-11.png,war
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-99.png,moving
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-26.png,-lower
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-11.png,cost
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-18-67.png,issue
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-20-69.png,law
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-27.png,with
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-22-31.png,main
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-58.png,run
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-18.png,stay
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-08-33.png,comments
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-25-56.png,number
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-35-81.png,sum
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-39-42.png,total
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-03-74.png,hot
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-00-54.png,article
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-38-32.png,the
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-09-75.png,decade
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-44-30.png,with
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-34.png,tasks
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-27-17.png,operating
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-32-42.png,lift
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-36-35.png,task
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-07-57.png,rult
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-03-46.png,an
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-19-83.png,i
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-34-74.png,Stakeholders
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-17-79.png,interesting
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-23-87.png,mouth
jeremy_words_dataset\jeremy_words\z02\z02-000\z02-000-00-59.png,2000kg
jeremy_words_dataset\jeremy_words\z01\z01-000\z01-000-08-43.png,stale
